text,label,clean_text
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Government just sent trucks to Surulere. Thank God things are improving. 🙏,positive,government sent truck surulere thank god thing improving
The drainage has totally failed in Yaba. #LagosFlood #flood,negative,drainage totally failed yaba lagosflood flood
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
People are trapped in their houses in Ikeja. #LagosFlood #flood,negative,people trapped house ikeja lagosflood flood
no motor fit pass for Ikorodu o. This Lagos flood no be small thing.,negative,motor fit pas ikorodu lagos flood serious
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
house don flood for Victoria Island o. This Lagos flood no be small thing.,negative,house already flood victoria island lagos flood serious
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
Rescue teams just arrived at Yaba. Thank God things are improving. 🙏,positive,rescue team arrived yaba thank god thing improving
LASEMA never show for Yaba o. This Lagos flood no be small thing.,negative,lasema never show yaba lagos flood serious
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
The drainage has totally failed in Iyana Ipaja. #LagosFlood #flood,negative,drainage totally failed iyana ipaja lagosflood flood
It rained heavily in Victoria Island. #Lagos #rain,neutral,rained heavily victoria island lagos rain
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
LASEMA is finally on ground at Ajah. Thank God things are improving. 🙏,positive,lasema finally ground ajah thank god thing improving
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
It rained heavily in Agege. #Lagos #rain,neutral,rained heavily agege lagos rain
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
Rescue teams just arrived at Ikorodu. Thank God things are improving. 🙏,positive,rescue team arrived ikorodu thank god thing improving
house don flood for Ikeja o. This Lagos flood no be small thing.,negative,house already flood ikeja lagos flood serious
Update: water level rising in Agege. #Lagos #rain,neutral,update water level rising agege lagos rain
My street is completely flooded in Surulere. #LagosFlood #flood,negative,street completely flooded surulere lagosflood flood
water don full everywhere for Iyana Ipaja o. This Lagos flood no be small thing.,negative,water already full everywhere iyana ipaja lagos flood serious
The drainage has totally failed in Ikorodu. #LagosFlood #flood,negative,drainage totally failed ikorodu lagosflood flood
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
My street is completely flooded in Ikorodu. #LagosFlood #flood,negative,street completely flooded ikorodu lagosflood flood
water don full everywhere for Ajah o. This Lagos flood no be small thing.,negative,water already full everywhere ajah lagos flood serious
LASEMA is finally on ground at Agege. Thank God things are improving. 🙏,positive,lasema finally ground agege thank god thing improving
The drainage has totally failed in Victoria Island. #LagosFlood #flood,negative,drainage totally failed victoria island lagosflood flood
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
LASEMA is finally on ground at Agege. Thank God things are improving. 🙏,positive,lasema finally ground agege thank god thing improving
Serious downpour this morning around Ikorodu. #Lagos #rain,neutral,serious downpour morning around ikorodu lagos rain
It rained heavily in Surulere. #Lagos #rain,neutral,rained heavily surulere lagos rain
Traffic is slow because of water on the road in Iyana Ipaja. #Lagos #rain,neutral,traffic slow water road iyana ipaja lagos rain
Rescue teams just arrived at Iyana Ipaja. Thank God things are improving. 🙏,positive,rescue team arrived iyana ipaja thank god thing improving
I dey stranded for for Yaba o. This Lagos flood no be small thing.,negative,stranded yaba lagos flood serious
It rained heavily in Ajah. #Lagos #rain,neutral,rained heavily ajah lagos rain
Rescue teams just arrived at Ajah. Thank God things are improving. 🙏,positive,rescue team arrived ajah thank god thing improving
no motor fit pass for Ikeja o. This Lagos flood no be small thing.,negative,motor fit pas ikeja lagos flood serious
Rescue teams just arrived at Ajah. Thank God things are improving. 🙏,positive,rescue team arrived ajah thank god thing improving
house don flood for Ajah o. This Lagos flood no be small thing.,negative,house already flood ajah lagos flood serious
Neighbours are helping each other at Ikorodu. Thank God things are improving. 🙏,positive,neighbour helping ikorodu thank god thing improving
no motor fit pass for Yaba o. This Lagos flood no be small thing.,negative,motor fit pas yaba lagos flood serious
house don flood for Ikorodu o. This Lagos flood no be small thing.,negative,house already flood ikorodu lagos flood serious
This flood is getting worse in Ajah. #LagosFlood #flood,negative,flood getting worse ajah lagosflood flood
we need help abeg for Victoria Island o. This Lagos flood no be small thing.,negative,need help please victoria island lagos flood serious
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
LASEMA is finally on ground at Ikeja. Thank God things are improving. 🙏,positive,lasema finally ground ikeja thank god thing improving
Rescue teams just arrived at Surulere. Thank God things are improving. 🙏,positive,rescue team arrived surulere thank god thing improving
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
road don block finish for Ikeja o. This Lagos flood no be small thing.,negative,road already block finish ikeja lagos flood serious
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
we need help abeg for Yaba o. This Lagos flood no be small thing.,negative,need help please yaba lagos flood serious
Traffic is slow because of water on the road in Agege. #Lagos #rain,neutral,traffic slow water road agege lagos rain
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
I dey stranded for for Ajah o. This Lagos flood no be small thing.,negative,stranded ajah lagos flood serious
My street is completely flooded in Surulere. #LagosFlood #flood,negative,street completely flooded surulere lagosflood flood
The drainage has totally failed in Agege. #LagosFlood #flood,negative,drainage totally failed agege lagosflood flood
Traffic is slow because of water on the road in Iyana Ipaja. #Lagos #rain,neutral,traffic slow water road iyana ipaja lagos rain
house don flood for Ikorodu o. This Lagos flood no be small thing.,negative,house already flood ikorodu lagos flood serious
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
This flood is getting worse in Ikeja. #LagosFlood #flood,negative,flood getting worse ikeja lagosflood flood
we need help abeg for Ikeja o. This Lagos flood no be small thing.,negative,need help please ikeja lagos flood serious
NEMA where una dey for Ajah o. This Lagos flood no be small thing.,negative,nema ajah lagos flood serious
Government just sent trucks to Agege. Thank God things are improving. 🙏,positive,government sent truck agege thank god thing improving
